"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Полезные советы на все случаи жизни, для дома, сада...","nashsovetik.ru","Домашнее хозяйство","Контентные проекты","да","2155","2650","00:00:44","0.0","84"
"Ремонт квартир, офисов, домов","repairshome.ru","Строительство и ремонт->Советы и рекомендации по строительству, Строительство и ремонт","Контентные проекты","да","1950","2350","00:01:03","0.0","73"
"Страна.Ru — путешествия по России","strana.ru","Путешествия->Страны, города, достопримечательности, Путешествия","Контентные проекты","да","1867","2500","00:01:24","0.0","62"
"Секреты домоводства – полезные советы хозяйкам","hozsekretiki.ru","Домашнее хозяйство->Бытовые услуги, Услуги->Бытовые услуги, Услуги, Домашнее хозяйство","Контентные проекты","да","1781","2200","00:00:39","0.0","62"
"Росработа — работа в Москве и области","rosrabota.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","1657","2450","00:02:08","0.0","62"
"Гай.рф - городской портал","gts.tv","","Новости","да","1618","2000","00:00:50","0.0","56"
"Сайт знакомств ""Знакомства.Ру"" - бесплатные онлайн...","znakomstva.ru","Для взрослых (18+)->Знакомства 18+, Для взрослых (18+)","Социальные сети","да","1521","2300","00:53:21","0.0","140"
"Moneytimes.Ru: Интернет-журнал о финансах","moneytimes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","да","1447","1900","00:00:48","0.0","56"
"Женский журнал Женомания. Сайт для девушек и женщин","zhenomaniya.ru","Здоровье, красота, стиль, Здоровье, красота, стиль->Журналы о красоте и здоровье","Контентные проекты","да","1405","1750","00:00:43","0.0","48"
"Здоровые сосуды, лечение и профилактика","sosud-ok.ru","Медицина->Медицинские услуги, Услуги->Медицинские услуги, Услуги, Медицина","Контентные проекты","да","1368","1700","00:00:48","0.0","52"
"ДачаДекор: Ландшафтный дизайн дачного участка своими...","dachadecor.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","1328","1750","00:01:15","0.0","44"
"Salon-interior — журнал по дизайну интерьера","salon.ru","Строительство и ремонт->Дизайн интерьера, Строительство и ремонт","Контентные проекты","да","1242","1600","00:01:24","0.0","45"
"Меню на каждый праздник. Что приготовить на день...","every-holiday.ru","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","1203","1450","00:01:52","0.0","45"
"Рецепты с фото","ej-ka.net","Домашнее хозяйство->Кулинария и рецепты, Домашнее хозяйство","Контентные проекты","да","1162","1500","00:03:30","0.0","54"
"Глобус24 - образование для всех","globuss24.ru","Образование->Учебно-методические материалы, Образование","Контентные проекты","да","1162","1450","00:00:24","0.0","40"
"Энциклопедия лекарственных растений: подробный...","herbalpedia.ru","Здоровье, красота, стиль, Медицина->Витамины и БАДы, Здоровье, красота, стиль->Витамины и БАДы, Медицина","Контентные проекты","да","1120","1400","00:02:02","0.0","37"
"Тенденции и тренды женской моды на 2018 год: пальто...","moddam.ru","Здоровье, красота, стиль->Гид по стилю, советы и уроки, Здоровье, красота, стиль","Контентные проекты","да","1120","1350","00:00:30","0.0","36"
"Российские аналоги импортных лекарств","rusanalogi.ru","Медицина->Лекарства и медицинские товары, Торговля->Лекарства и медицинские товары, Медицина, Торговля","Контентные проекты","да","1114","1500","00:01:15","0.0","40"
"Ранобэ и Новеллы читать онлайн на русском","ранобэ.рф","Развлечения и отдых","Контентные проекты","да","1025","1550","07:07:28","0.0","194"
"Новосибирская государственная телерадиокомпания","nsktv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","830","1000","00:00:30","0.0","26"
"«Новотроицк.ru» — информационный сайт города","ntsk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","830","1050","00:00:34","0.0","26"
"Недвижимость Нижнего Новгорода, недвижимость...","gipernn.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","788","1000","00:01:50","0.0","26"
"Огород без хлопот. Советы садоводам и огородникам","ogorod-bez-hlopot.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","747","900","00:00:57","0.0","28"
"Омск — государственная телерадиокомпания","gtrk-omsk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","664","800","00:00:28","0.0","24"
"Все о детях от рождения до школы: интернет-портал для...","kids365.ru","Семья и дети, Семья и дети->Развитие и воспитание детей","Контентные проекты","да","664","800","00:01:08","0.0","22"
"«Работа66» — работа в Екатеринбурге и области","rabota66.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","664","850","00:00:17","0.0","22"
"Вязание крючком и спицами: схемы, мастер-классы, видео","verena.ru","Здоровье, красота, стиль","Контентные проекты","да","622","800","00:04:09","0.0","34"
"Недвижимость в России","mlsn.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","498","650","00:02:06","0.0","17"
"«Ставрополье.TV» — портал телерадиокомпании","stavropolye.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","494","750","00:00:31","0.0","15"
"Ответы на сканворды и кроссворды онлайн.","crossopen.ru","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Сервисы","да","373","450","00:00:25","0.0","12"
"«PassionForum.ru» — сообщество рукодельниц","passionforum.ru","Развлечения и отдых, Развлечения и отдых->Хобби","Сообщества","да","373","450","00:00:21","0.0","12"
"Сайт Оренбурга 1743 - новости твоего города","1743.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","290","350","00:01:35","0.0","14"
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","290","450","00:01:42","0.0","9"
