"Название ресурса","URL-адрес ресурса","Тематики ресурса","Тип ресурса","Данные Метрики","Посетители (кросс-девайс)","Посетители (браузер)","Среднее время","Доля пользователей приложения","Дневная аудитория"
"Полезные советы на все случаи жизни, для дома, сада...","nashsovetik.ru","Домашнее хозяйство","Контентные проекты","да","1826","2250","00:00:57","0.0","61"
"Salon-interior — журнал по дизайну интерьера","salon.ru","Строительство и ремонт->Дизайн интерьера, Строительство и ремонт","Контентные проекты","да","1784","2300","00:02:16","0.0","96"
"Рамблер.Топ100 — счётчик","top100.rambler.ru","","Агрегаторы","да","1775","2200","00:16:45","0.0","168"
"Невседома - жизнь полна развлечений","nevsedoma.com.ua","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Видео","да","1660","2000","00:01:32","0.0","58"
"Auto.dmir.ru (Автомобили и цены)","autodmir.ru","Авто и мото, Авто и мото->Автомобили","Агрегаторы","да","1618","2000","00:03:29","0.0","56"
"ОКО ПЛАНЕТЫ информационно-аналитический портал","oko-planet.su","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","1577","2100","00:07:51","0.0","89"
"Российские аналоги импортных лекарств","rusanalogi.ru","Медицина->Лекарства и медицинские товары, Торговля->Лекарства и медицинские товары, Медицина, Торговля","Контентные проекты","да","1535","1850","00:01:01","0.0","49"
"Тест-драйвы авто, видео, новости, отзывы на 4R.ru","4r.ru","Авто и мото, Авто и мото->Автомобили","Контентные проекты","да","1452","1750","00:03:33","0.0","64"
"«Cars.ru» — автопортал","cars.ru","Авто и мото, Авто и мото->Автомобили","Агрегаторы","да","1369","1900","00:01:37","0.0","46"
"N1.Недвижимость","n1.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","1355","2000","00:13:19","0.0","80"
"ГТРК ""Дон-ТР"" — Дон-ТР — телерадиокомпания","dontr.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","1245","1600","00:00:28","0.0","44"
"Вести-Кузбасс","vesti42.ru","Новости и СМИ, Новости и СМИ->Телевидение","Новости","да","1245","1550","00:00:36","0.0","48"
"Hi-Fi and High End аудиотехника","hi-fi.ru","Техника и технологии, Техника и технологии->Аудио и видео техника","Контентные проекты","да","1200","1550","00:03:03","0.0","56"
"Moneytimes.Ru: Интернет-журнал о финансах","moneytimes.ru","Финансы->Финансовые новости, Новости и СМИ->Финансовые новости, Новости и СМИ, Финансы","Новости","да","1079","1350","00:00:42","0.0","61"
"Огород без хлопот. Советы садоводам и огородникам","ogorod-bez-hlopot.ru","Домашнее хозяйство->Сад и огород, Домашнее хозяйство","Контентные проекты","да","1079","1300","00:00:43","0.0","41"
"Доска объявлений России ПК01 - бесплатные объявления...","pc01.ru","Справочные ресурсы","Агрегаторы","да","1037","1400","00:01:34","0.0","41"
"Сайт знакомств 24open.ru — «24open.ru» — сайт знакомств","24open.ru","Развлечения и отдых->Знакомства и общение, Развлечения и отдых","Сообщества","да","1031","1700","02:14:59","0.0","175"
"«Новотроицк.ru» — информационный сайт города","ntsk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","996","1200","00:00:38","0.0","44"
"«Камелот» — доска объявлений","cmlt.ru","Торговля","Агрегаторы","да","990","1300","00:07:22","0.0","37"
"Здоровые сосуды, лечение и профилактика","sosud-ok.ru","Медицина->Медицинские услуги, Услуги->Медицинские услуги, Услуги, Медицина","Контентные проекты","да","954","1250","00:00:38","0.0","36"
"Росработа — работа в Москве и области","rosrabota.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","913","1200","00:03:01","0.0","33"
"Гай.рф - городской портал","gts.tv","","Новости","да","871","1050","00:00:25","0.0","29"
"Недвижимость Нижнего Новгорода, недвижимость...","gipernn.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","739","950","00:04:36","0.0","29"
"Омск — государственная телерадиокомпания","gtrk-omsk.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","705","900","00:00:23","0.0","22"
"«Ставрополье.TV» — портал телерадиокомпании","stavropolye.tv","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","664","850","00:00:59","0.0","28"
"«Работа66» — работа в Екатеринбурге и области","rabota66.ru","Работа и карьера, Работа и карьера->Вакансии и резюме","Агрегаторы","да","655","900","00:12:13","0.0","30"
"Тарифы 2018 года для Билайн, МТС, Мегафон...","tarifam.ru","Техника и технологии, Техника и технологии->Телефония и мобильная связь","Контентные проекты","да","539","650","00:00:43","0.0","18"
"Ответы на сканворды и кроссворды онлайн.","crossopen.ru","Развлечения и отдых->Познавательно-развлекательные сайты, Развлечения и отдых","Сервисы","да","498","600","00:01:05","0.0","17"
"Сайт знакомств ""Знакомства.Ру"" - бесплатные онлайн...","znakomstva.ru","Для взрослых (18+)->Знакомства 18+, Для взрослых (18+)","Социальные сети","да","456","700","00:06:25","0.0","17"
"Новосибирская государственная телерадиокомпания","nsktv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","373","450","00:00:22","0.0","13"
"Недвижимость в России","mlsn.ru","Недвижимость, Недвижимость->Жилая недвижимость","Агрегаторы","да","332","850","00:04:52","0.0","13"
"Сайт Оренбурга 1743 - новости твоего города","1743.ru","Новости и СМИ->Деловые новости, Бизнес, Новости и СМИ, Бизнес->Деловые новости","Новости","да","284","400","00:01:18","0.0","16"
"Челябинская государственная телерадиокомпания","cheltv.ru","Новости и СМИ, Новости и СМИ->Газеты, журналы","Новости","да","166","200","00:01:01","0.0","9"
"Ранобэ и Новеллы читать онлайн на русском","ранобэ.рф","Развлечения и отдых","Контентные проекты","да","83","100","00:00:09","0.0","2"
